t_real, tv, d_tv, e_p_x, e_p_y,e_p_z, e_o_x, e_o_y, e_o_z, e_v_lin_x, e_v_lin_y, e_v_lin_z, e_v_ang_x, e_v_ang_y, e_v_ang_z,W_0x, W_0y, W_0z,  W_1x, W_1y, W_1z,  W_2x, W_2y, W_2z,  W_3x, W_3y, W_3z,p_c_x, p_c_y, p_c_z,p_d_x, p_d_y, p_d_z,prob0, prob1, prob2, prob3 
15.768,14.697,0.931103,-0.0268007,-0.00564411,0.0339175,-0.104475,0.0400099,0.000586932,-0.179893,0,-0.0615595,-0.302086,-0.00032083,0.0122825,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0662534,-0.027777,0.294307,0.093054,-0.0221329,0.26039,1,1,1,1
15.77,14.6989,0.931103,-0.0263419,-0.00578231,0.0336865,-0.105339,0.0400077,0.000604678,0.229379,-0.069102,-0.11549,-0.0111302,0.4247,-0.0208889,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.067071,-0.0279152,0.294202,0.0934129,-0.0221329,0.260516,1,1,1,1
15.772,14.7008,0.931103,-0.0258808,-0.00592146,0.0334526,-0.105369,0.0412232,0.000607811,0.230562,-0.0695764,-0.116945,-0.0101021,0.423736,-0.0216187,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.06789,-0.0280544,0.294097,0.0937707,-0.0221329,0.260644,1,1,1,1
15.774,14.7026,0.931103,-0.0262377,-0.00592146,0.0333213,-0.105397,0.042436,0.000608775,-0.178441,0,-0.0656476,-0.302957,-0.000283905,0.0130536,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0683217,-0.028128,0.294041,0.0941276,-0.0221329,0.260776,1,1,1,1
15.776,14.7045,0.931103,-0.0257728,-0.00606163,0.0330816,-0.106263,0.0424339,0.000627627,0.232436,-0.0700826,-0.119844,-0.00933663,0.423087,-0.0223424,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0687107,-0.0281945,0.293991,0.0944835,-0.0221329,0.26091,1,1,1,1
15.778,14.7064,0.931103,-0.0253048,-0.00620287,0.0328387,-0.106289,0.0436449,0.000627,0.233999,-0.0706204,-0.121464,-0.00823478,0.422736,-0.023085,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0695336,-0.0283358,0.293885,0.0948383,-0.0221329,0.261046,1,1,1,1
15.78,14.7082,0.931103,-0.0256586,-0.00620287,0.0326993,-0.106311,0.0448551,0.000624268,-0.176897,0,-0.0697015,-0.303812,-0.000244307,0.0138261,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0695336,-0.0283358,0.293885,0.0951921,-0.0221329,0.261186,1,1,1,1
15.782,14.7101,0.931103,-0.0251433,-0.00635255,0.0324452,-0.10718,0.044853,0.000644227,0.257637,-0.0748394,-0.127057,0.0083538,0.444343,-0.0258075,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0704015,-0.0284854,0.293773,0.0955449,-0.0221329,0.261328,1,1,1,1
15.784,14.7119,0.931103,-0.0246719,-0.00649485,0.0321954,-0.107154,0.0461252,0.000638594,0.235724,-0.0711525,-0.124872,-0.000332658,0.420143,-0.0242122,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0712246,-0.0286278,0.293668,0.0958965,-0.0221329,0.261472,1,1,1,1
15.786,14.7138,0.931103,-0.0242009,-0.00663729,0.0319444,-0.107154,0.0473282,0.000633267,0.235469,-0.0712186,-0.125512,0.00345311,0.417115,-0.024477,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0720461,-0.0287702,0.293564,0.096247,-0.0221329,0.26162,1,1,1,1
15.788,14.7157,0.931103,-0.0237732,-0.00677245,0.0316972,-0.107142,0.0485226,0.000626979,0.213853,-0.0675805,-0.123611,-0.0112611,0.392165,-0.0226156,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0728663,-0.0289129,0.293462,0.0965964,-0.0221329,0.26177,1,1,1,1
15.79,14.7175,0.931103,-0.0240783,-0.00677997,0.031539,-0.107173,0.0496454,0.000621195,-0.152546,-0.00375845,-0.0790623,-0.288835,0.0215556,0.0132454,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0728663,-0.0289129,0.293462,0.0969446,-0.0221329,0.261923,1,1,1,1
15.792,14.7194,0.931103,-0.023606,-0.00692298,0.031282,-0.107999,0.0497056,0.000641789,0.23618,-0.0715049,-0.128544,0.00575665,0.410941,-0.0249639,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0736858,-0.0290559,0.29336,0.0972917,-0.0221329,0.262078,1,1,1,1
15.794,14.7213,0.931103,-0.0231328,-0.0070664,0.0310228,-0.107981,0.0508824,0.000633847,0.236564,-0.0717111,-0.129596,0.00645881,0.408377,-0.0252413,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0745048,-0.0291993,0.293259,0.0976376,-0.0221329,0.262236,1,1,1,1
15.796,14.7231,0.931103,-0.0226585,-0.00721031,0.0307612,-0.107961,0.0520519,0.000624771,0.237148,-0.0719548,-0.130768,0.00708847,0.406187,-0.0255439,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0753237,-0.0293432,0.293158,0.0979823,-0.0221329,0.262397,1,1,1,1
15.798,14.725,0.931103,-0.023002,-0.00721031,0.030598,-0.107939,0.0532152,0.000614543,-0.171716,0,-0.0816371,-0.306251,-9.36997e-05,0.0164992,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0753237,-0.0293432,0.293158,0.0983257,-0.0221329,0.26256,1,1,1,1
15.8,14.7268,0.931103,-0.0225249,-0.00735478,0.0303313,-0.108815,0.0532131,0.000638335,0.238556,-0.0722343,-0.133351,0.00743733,0.404355,-0.0258568,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.076143,-0.0294877,0.293057,0.0986679,-0.0221329,0.262726,1,1,1,1
15.802,14.7287,0.931103,-0.0220458,-0.00749988,0.0300618,-0.108792,0.0543713,0.000627467,0.23954,-0.072549,-0.134724,0.00809125,0.402867,-0.026209,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.076963,-0.0296328,0.292956,0.0990088,-0.0221329,0.262894,1,1,1,1
15.804,14.7306,0.931103,-0.0215644,-0.00764566,0.0297895,-0.108767,0.0555252,0.000615414,0.240699,-0.0728942,-0.136177,0.0088798,0.401693,-0.0265982,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0778272,-0.0297862,0.29285,0.0993484,-0.0221329,0.263066,1,1,1,1
15.806,14.7324,0.931103,-0.0218595,-0.00765335,0.0296105,-0.10874,0.0566759,0.000602131,-0.147547,-0.00384214,-0.0894842,-0.290569,0.0210653,0.0152853,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0778272,-0.0297862,0.29285,0.0996867,-0.0221329,0.263239,1,1,1,1
15.808,14.7343,0.931103,-0.0213777,-0.00779905,0.0293343,-0.109571,0.0567343,0.000625473,0.240894,-0.0728491,-0.138073,0.0124743,0.399201,-0.0267358,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.078646,-0.0299319,0.29275,0.100024,-0.0221329,0.263415,1,1,1,1
15.81,14.7362,0.931103,-0.0208986,-0.00794423,0.0290577,-0.109533,0.0578779,0.00061218,0.239561,-0.0725929,-0.138303,0.0146319,0.395443,-0.0265047,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0794607,-0.0300771,0.292652,0.100359,-0.0221329,0.263594,1,1,1,1
15.812,14.738,0.931103,-0.0204216,-0.00808897,0.0287804,-0.10949,0.0590107,0.000599141,0.238464,-0.0723695,-0.138687,0.0146906,0.390691,-0.0262889,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0802719,-0.0302219,0.292556,0.100694,-0.0221329,0.263775,1,1,1,1
15.814,14.7399,0.931103,-0.0207545,-0.00808897,0.0285965,-0.109446,0.0601299,0.000585984,-0.166434,0,-0.0919273,-0.308291,4.37895e-05,0.0187436,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0802719,-0.0302219,0.292556,0.101026,-0.0221329,0.263959,1,1,1,1
15.816,14.7417,0.931103,-0.020193,-0.00824852,0.0283056,-0.110328,0.0601279,0.000612997,0.280733,-0.0797739,-0.145445,0.0481567,0.426527,-0.0308039,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0811649,-0.0303814,0.292451,0.101358,-0.0221329,0.264146,1,1,1,1
15.818,14.7436,0.931103,-0.019718,-0.00839258,0.0280233,-0.110188,0.06135,0.000595927,0.237499,-0.0720302,-0.14114,0.014056,0.381543,-0.0259096,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0819699,-0.0305255,0.292358,0.101688,-0.0221329,0.264335,1,1,1,1
15.82,14.7455,0.931103,-0.0192439,-0.00853645,0.0277394,-0.110146,0.0624431,0.000582809,0.237078,-0.0719334,-0.141984,0.0139477,0.377816,-0.0258072,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0827726,-0.0306693,0.292265,0.102017,-0.0221329,0.264526,1,1,1,1
15.822,14.7473,0.931103,-0.019571,-0.00853645,0.0275455,-0.110104,0.0635255,0.000569391,-0.163561,0,-0.0969472,-0.309264,0.00011315,0.0198547,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0827726,-0.0306693,0.292265,0.102344,-0.0221329,0.26472,1,1,1,1
15.824,14.7492,0.931103,-0.0190958,-0.0086802,0.0272571,-0.110989,0.0635234,0.000597999,0.237608,-0.0718761,-0.144196,0.0136289,0.374486,-0.0257304,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0835735,-0.0308131,0.292173,0.102669,-0.0221329,0.264916,1,1,1,1
15.826,14.7511,0.931103,-0.0186206,-0.00882391,0.0269665,-0.110948,0.0645963,0.000584725,0.237609,-0.0718577,-0.145276,0.0135999,0.371533,-0.0257087,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0843728,-0.0309568,0.292082,0.102993,-0.0221329,0.265115,1,1,1,1
15.828,14.7529,0.931103,-0.0189432,-0.00882391,0.0267652,-0.110907,0.0656608,0.000571046,-0.161307,0,-0.100653,-0.309981,0.000157708,0.0205642,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0843728,-0.0309568,0.292082,0.103316,-0.0221329,0.265316,1,1,1,1
15.83,14.7548,0.931103,-0.018466,-0.00896767,0.0264699,-0.111795,0.0656588,0.000600673,0.238581,-0.0718767,-0.147681,0.0133766,0.368942,-0.0257087,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0851711,-0.0311006,0.29199,0.103637,-0.0221329,0.26552,1,1,1,1
15.832,14.7566,0.931103,-0.0178634,-0.00913388,0.0261585,-0.111754,0.0667159,0.000587034,0.301301,-0.0831044,-0.155654,0.0673428,0.423321,-0.0329975,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0860932,-0.0312668,0.291885,0.103957,-0.0221329,0.265726,1,1,1,1
15.834,14.7585,0.931103,-0.0173903,-0.00927637,0.0258618,-0.111559,0.0679292,0.000566353,0.236545,-0.0712493,-0.148392,0.018254,0.36099,-0.0245878,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0868842,-0.0314093,0.291797,0.104275,-0.0221329,0.265935,1,1,1,1
15.836,14.7604,0.931103,-0.0177067,-0.00927637,0.0256507,-0.111505,0.0689634,0.000555048,-0.15817,0,-0.105513,-0.310899,0.00022668,0.0216543,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0868842,-0.0314093,0.291797,0.104591,-0.0221329,0.266146,1,1,1,1
15.838,14.7622,0.931103,-0.0172353,-0.00941791,0.0253513,-0.112395,0.0689614,0.00058624,0.235687,-0.0707662,-0.149706,0.0173812,0.355634,-0.0235104,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0876703,-0.0315508,0.291711,0.104906,-0.0221329,0.266359,1,1,1,1
15.84,14.7641,0.931103,-0.0167668,-0.00955854,0.0250514,-0.112344,0.0699801,0.000577529,0.23426,-0.0703172,-0.149983,0.0163887,0.350161,-0.0225254,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0884519,-0.0316914,0.291627,0.105219,-0.0221329,0.266575,1,1,1,1
15.842,14.7659,0.931103,-0.0163007,-0.00969836,0.0247505,-0.112295,0.0709831,0.000570657,0.233055,-0.0699069,-0.150419,0.0155004,0.345034,-0.0216182,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0892295,-0.0318313,0.291544,0.10553,-0.0221329,0.266793,1,1,1,1
15.844,14.7678,0.931103,-0.0158772,-0.00983013,0.0244528,-0.112249,0.0719713,0.000565466,0.211741,-0.0658853,-0.148868,-0.00244255,0.322539,-0.0185107,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0899627,-0.031963,0.291467,0.10584,-0.0221329,0.267014,1,1,1,1
15.846,14.7697,0.931103,-0.0161446,-0.00983743,0.0242256,-0.112254,0.0728948,0.000563717,-0.133721,-0.00365123,-0.113581,-0.294832,0.0180878,0.0206871,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0900034,-0.0319703,0.291463,0.106148,-0.0221329,0.267237,1,1,1,1
15.848,14.7715,0.931103,-0.0155185,-0.0100049,0.023903,-0.113098,0.072944,0.000594915,0.31307,-0.0837375,-0.161303,0.0824111,0.406205,-0.0290045,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0909359,-0.0321378,0.291365,0.106454,-0.0221329,0.267462,1,1,1,1
15.85,14.7734,0.931103,-0.0158231,-0.0100049,0.0236755,-0.112861,0.0741078,0.000585871,-0.152332,0,-0.11378,-0.312443,0.000323916,0.0233748,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0909359,-0.0321378,0.291365,0.106759,-0.0221329,0.26769,1,1,1,1
15.852,14.7753,0.931103,-0.0153588,-0.0101426,0.0233659,-0.113755,0.0741058,0.000619534,0.232164,-0.0688589,-0.154792,0.0129146,0.331378,-0.0191486,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0917032,-0.0322755,0.291285,0.107062,-0.0221329,0.26792,1,1,1,1
15.854,14.7771,0.931103,-0.0148951,-0.0102799,0.0230544,-0.113717,0.0750546,0.000619705,0.231847,-0.0686148,-0.155733,0.0123977,0.327946,-0.018519,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.092468,-0.0324128,0.291206,0.107363,-0.0221329,0.268152,1,1,1,1
15.856,14.779,0.931103,-0.0151945,-0.0102799,0.02282,-0.11368,0.0759936,0.000621063,-0.149696,0,-0.117226,-0.313082,0.000356872,0.0240158,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.092468,-0.0324128,0.291206,0.107663,-0.0221329,0.268386,1,1,1,1
15.858,14.7808,0.931103,-0.0146897,-0.0104237,0.0225004,-0.114576,0.0759916,0.000655647,0.252386,-0.0719216,-0.159799,0.0294992,0.341548,-0.0201508,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0932704,-0.0325566,0.291123,0.10796,-0.0221329,0.268623,1,1,1,1
15.86,14.7827,0.931103,-0.0142298,-0.0105587,0.0221853,-0.11449,0.0769696,0.000656836,0.229952,-0.0675183,-0.157528,0.0156143,0.32021,-0.0172891,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0940261,-0.0326916,0.291047,0.108256,-0.0221329,0.268862,1,1,1,1
15.862,14.7846,0.931103,-0.0145238,-0.0105587,0.0219441,-0.114444,0.0778863,0.000661199,-0.146983,0,-0.120611,-0.313704,0.000388325,0.0246602,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0940261,-0.0326916,0.291047,0.10855,-0.0221329,0.269103,1,1,1,1
15.864,14.7864,0.931103,-0.0140672,-0.0106921,0.0216273,-0.115343,0.0778843,0.000696709,0.22832,-0.0666655,-0.158396,0.0157717,0.314697,-0.0165257,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0947749,-0.032825,0.290974,0.108842,-0.0221329,0.269347,1,1,1,1
15.866,14.7883,0.931103,-0.0136151,-0.0108238,0.0213107,-0.115296,0.0787851,0.000702777,0.226012,-0.0658541,-0.158305,0.0146405,0.308558,-0.0157798,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0955171,-0.0329567,0.290903,0.109132,-0.0221329,0.269592,1,1,1,1
15.868,14.7902,0.931103,-0.0139035,-0.0108238,0.0210628,-0.115253,0.0796683,0.000709842,-0.144193,0,-0.123933,-0.31431,0.000416226,0.0252712,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0962148,-0.03308,0.290838,0.109421,-0.0221329,0.26984,1,1,1,1
15.87,14.792,0.931103,-0.0134538,-0.0109539,0.0207439,-0.116154,0.0796663,0.00074623,0.224878,-0.065086,-0.159478,0.013052,0.302597,-0.0150578,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0962534,-0.0330868,0.290834,0.109707,-0.0221329,0.27009,1,1,1,1
15.872,14.7939,0.931103,-0.0130077,-0.0110827,0.0204244,-0.116115,0.0805324,0.000754589,0.223027,-0.0643609,-0.159705,0.0116792,0.296982,-0.0144031,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.096984,-0.0332156,0.290767,0.109992,-0.0221329,0.270342,1,1,1,1
15.874,14.7957,0.931103,-0.0125649,-0.01121,0.0201043,-0.11608,0.0813823,0.000763733,0.221389,-0.0636784,-0.160071,0.0103705,0.291746,-0.0137991,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0977095,-0.0333429,0.290701,0.110274,-0.0221329,0.270597,1,1,1,1
15.876,14.7976,0.931103,-0.0121628,-0.0113295,0.0197866,-0.116049,0.0822172,0.000773587,0.201053,-0.059735,-0.158873,-0.00792004,0.271928,-0.0111742,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0983923,-0.0334624,0.29064,0.110555,-0.0221329,0.270853,1,1,1,1
15.878,14.7995,0.931103,-0.0124038,-0.0113361,0.0195245,-0.116071,0.0829951,0.000785519,-0.12047,-0.00330244,-0.131012,-0.298235,0.0154252,0.024337,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0984301,-0.033469,0.290636,0.110834,-0.0221329,0.271112,1,1,1,1
15.88,14.8013,0.931103,-0.0119267,-0.0114675,0.0191968,-0.116926,0.0830361,0.00082212,0.238513,-0.0657075,-0.163882,0.0247145,0.297111,-0.0147651,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0991839,-0.0336004,0.290569,0.111111,-0.0221329,0.271373,1,1,1,1
15.882,14.8032,0.931103,-0.0114895,-0.0115912,0.018871,-0.116854,0.0838865,0.000832187,0.218603,-0.0618483,-0.162896,0.00655633,0.278034,-0.0122176,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0998959,-0.0337241,0.290507,0.111385,-0.0221329,0.271636,1,1,1,1
15.884,14.8051,0.931103,-0.0117623,-0.0115912,0.018606,-0.116834,0.084682,0.000844183,-0.13639,0,-0.132471,-0.315836,0.000488833,0.026987,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.100604,-0.0338468,0.290444,0.111658,-0.0221329,0.271901,1,1,1,1
15.886,14.8069,0.931103,-0.0113247,-0.0117139,0.0182766,-0.117739,0.08468,0.000883036,0.218799,-0.0613291,-0.164718,0.0052955,0.27424,-0.0117724,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.100604,-0.0338468,0.290444,0.111929,-0.0221329,0.272168,1,1,1,1
15.888,14.8088,0.931103,-0.0108907,-0.0118349,0.0179471,-0.117723,0.0854646,0.000895876,0.217017,-0.0605379,-0.164757,0.00770041,0.269739,-0.0112393,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.101307,-0.0339678,0.290384,0.112198,-0.0221329,0.272437,1,1,1,1
15.89,14.8106,0.931103,-0.0104621,-0.011954,0.0176181,-0.1177,0.0862362,0.000909779,0.214313,-0.0595248,-0.164512,0.0125463,0.263475,-0.00993503,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.102002,-0.0340869,0.290326,0.112464,-0.0221329,0.272708,1,1,1,1
15.892,14.8125,0.931103,-0.0107267,-0.011954,0.0173449,-0.117663,0.0869898,0.000926954,-0.132298,0,-0.136558,-0.316556,0.000518174,0.0277843,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.102002,-0.0340869,0.290326,0.112729,-0.0221329,0.272981,1,1,1,1
15.894,14.8144,0.931103,-0.0103004,-0.0120713,0.0170137,-0.11857,0.0869878,0.000966953,0.213117,-0.0586416,-0.165641,0.014989,0.255523,-0.00814091,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.102691,-0.0342042,0.29027,0.112991,-0.0221329,0.273256,1,1,1,1
15.896,14.8162,0.931103,-0.00987803,-0.012187,0.0166817,-0.118527,0.0877183,0.000988553,0.211196,-0.0578566,-0.165992,0.0162246,0.247662,-0.00618361,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.103374,-0.0343199,0.290215,0.113252,-0.0221329,0.273533,1,1,1,1
15.898,14.8181,0.931103,-0.00945897,-0.0123013,0.0163487,-0.11848,0.0884261,0.00101457,0.209533,-0.0571416,-0.166505,0.016338,0.240361,-0.00417734,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.104051,-0.0344342,0.290161,0.11351,-0.0221329,0.273812,1,1,1,1
15.9,14.82,0.931103,-0.00971513,-0.0123013,0.0160676,-0.118433,0.0891127,0.00104509,-0.128083,0,-0.140519,-0.317251,0.000532658,0.0285246,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.104051,-0.0344342,0.290161,0.113766,-0.0221329,0.274093,1,1,1,1
15.902,14.8218,0.931103,-0.00929665,-0.0124142,0.0157313,-0.119342,0.0891106,0.00108616,0.209241,-0.0564462,-0.168176,0.0146903,0.23343,-0.00234204,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.104724,-0.0345471,0.290107,0.11402,-0.0221329,0.274376,1,1,1,1
15.904,14.8237,0.931103,-0.0088803,-0.0125257,0.0153932,-0.1193,0.0897772,0.00112085,0.208173,-0.0557547,-0.16903,0.0124881,0.22691,-0.000767809,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.105392,-0.0346586,0.290054,0.114272,-0.0221329,0.274661,1,1,1,1
15.906,14.8255,0.931103,-0.00850046,-0.01263,0.015056,-0.119265,0.0904248,0.00115864,0.189925,-0.0521851,-0.168609,-0.00714354,0.209438,0.00205751,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.106056,-0.0347687,0.290001,0.114522,-0.0221329,0.274948,1,1,1,1
15.908,14.8274,0.931103,-0.00871307,-0.0126358,0.0147645,-0.119286,0.0910222,0.001199,-0.106308,-0.00288112,-0.145753,-0.300724,0.01199,0.0277283,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.106056,-0.0347687,0.290001,0.114769,-0.0221329,0.275237,1,1,1,1
15.91,14.8293,0.931103,-0.00829727,-0.0127446,0.0144204,-0.120148,0.091053,0.00124101,0.207903,-0.0543826,-0.172031,0.00743918,0.215408,0.00175925,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.106717,-0.0348775,0.289948,0.115015,-0.0221329,0.275527,1,1,1,1
15.912,14.8311,0.931103,-0.0079167,-0.0128464,0.0140769,-0.120127,0.0916674,0.0012837,0.190284,-0.0508973,-0.171759,-0.0118729,0.19952,0.00412776,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.107341,-0.0349793,0.289896,0.115258,-0.0221329,0.27582,1,1,1,1
15.914,14.833,0.931103,-0.00815755,-0.0128464,0.0137826,-0.120162,0.0922361,0.0013279,-0.120424,0,-0.147136,-0.318408,0.000529452,0.0296343,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.107341,-0.0349793,0.289896,0.115499,-0.0221329,0.276114,1,1,1,1
15.916,14.8348,0.931103,-0.00774146,-0.0129522,0.0134331,-0.121075,0.0922339,0.00137056,0.208042,-0.0528989,-0.174758,0.00246569,0.205419,0.00364041,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.107996,-0.0350851,0.289843,0.115737,-0.0221329,0.27641,1,1,1,1
15.918,14.8367,0.931103,-0.00732998,-0.0130553,0.0130841,-0.121068,0.0928195,0.00141653,0.205741,-0.0515634,-0.174534,0.00372835,0.199537,0.00449342,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.108644,-0.0351882,0.289792,0.115974,-0.0221329,0.276708,1,1,1,1
15.92,14.8386,0.931103,-0.00695654,-0.0131505,0.0127379,-0.121058,0.0933882,0.0014641,0.186717,-0.0476247,-0.173094,-0.0142221,0.182868,0.00673903,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.109285,-0.0352887,0.289743,0.116208,-0.0221329,0.277008,1,1,1,1
