t_real, tv, d_tv, e_p_x, e_p_y,e_p_z, e_o_x, e_o_y, e_o_z, e_v_lin_x, e_v_lin_y, e_v_lin_z, e_v_ang_x, e_v_ang_y, e_v_ang_z,W_0x, W_0y, W_0z,  W_1x, W_1y, W_1z,  W_2x, W_2y, W_2z,  W_3x, W_3y, W_3z,p_c_x, p_c_y, p_c_z,p_d_x, p_d_y, p_d_z,prob0, prob1, prob2, prob3 
0.138,0.136651,0.979064,0.0210867,-3.83006e-05,0.00712923,-0.0634271,-0.00428962,0.0195735,0.0141116,-0.013942,0.0858466,-0.279686,-0.0687415,-0.007071,35.7603,35.7603,35,35.7603,35.7603,35,35.7484,35.7484,35,35.7603,35.7603,35,0.0712941,-0.0221712,0.357177,0.0502074,-0.0221329,0.350048,0.9604,0.9604,0.9604,0.9604
0.14,0.138608,0.978738,0.0214249,-3.83006e-05,0.00734226,-0.0642282,-0.00447752,0.019549,0.169111,0,0.106517,-0.338754,-0.00754445,-0.00111183,35.7722,35.7722,35,35.7722,35.7722,35,35.7603,35.7603,35,35.7722,35.7722,35,0.0712941,-0.0221712,0.357177,0.0498692,-0.0221329,0.349835,0.9604,0.9604,0.9604,0.9604
0.142,0.140565,0.978413,0.0212455,-8.65155e-05,0.00749138,-0.0651962,-0.00448953,0.0195474,-0.0896954,-0.0241075,0.0745565,-0.237612,-0.108028,-0.0162659,35.7841,35.7841,35,35.7841,35.7841,35,35.7722,35.7722,35,35.7841,35.7841,35,0.0707606,-0.0222211,0.357108,0.0495328,-0.0221329,0.349619,0.9604,0.9604,0.9604,0.9604
0.144,0.142521,0.978089,0.0215624,-8.82118e-05,0.00770731,-0.0658782,-0.00478996,0.0194926,0.158432,-0.000848135,0.107967,-0.334723,-0.0109618,-0.00183076,35.796,35.796,35,35.796,35.796,35,35.7841,35.7841,35,35.796,35.796,35,0.0707606,-0.0222211,0.357108,0.0491982,-0.0221329,0.349401,0.9604,0.9604,0.9604,0.9604
0.146,0.144477,0.977764,0.0215712,-0.000119724,0.00788493,-0.0668349,-0.0048118,0.0194887,0.00440612,-0.0157559,0.0888094,-0.273799,-0.0706133,-0.0136309,35.8078,35.8078,35,35.8078,35.8078,35,35.796,35.796,35,35.8078,35.8078,35,0.0704367,-0.0222526,0.357065,0.0488655,-0.0221329,0.34918,0.9604,0.9604,0.9604,0.9604
0.148,0.146432,0.97744,0.0215677,-0.000153082,0.00806281,-0.0676192,-0.00500458,0.0194451,-0.00174011,-0.0166791,0.08894,-0.270991,-0.0727294,-0.0159645,35.8197,35.8197,35,35.8197,35.8197,35,35.8078,35.8078,35,35.8197,35.8197,35,0.0701025,-0.022286,0.35702,0.0485347,-0.0221329,0.348957,0.9604,0.9604,0.9604,0.9604
0.15,0.148386,0.977115,0.0218966,-0.000153082,0.0082888,-0.0683955,-0.00520327,0.0193946,0.16445,0,0.112997,-0.337382,-0.00747197,-0.0013363,35.8316,35.8316,35,35.8316,35.8316,35,35.8197,35.8197,35,35.8316,35.8316,35,0.0697577,-0.0223212,0.356969,0.0482058,-0.0221329,0.348731,0.9604,0.9604,0.9604,0.9604
0.152,0.150339,0.976791,0.0218594,-0.000190282,0.00846682,-0.0693597,-0.00521516,0.0193927,-0.018605,-0.0185999,0.0890085,-0.264043,-0.0786512,-0.0192186,35.8435,35.8435,35,35.8435,35.8435,35,35.8316,35.8316,35,35.8435,35.8435,35,0.0697383,-0.0223232,0.356969,0.0478789,-0.0221329,0.348502,0.9604,0.9604,0.9604,0.9604
0.154,0.152292,0.976468,0.0218086,-0.000229511,0.00864491,-0.0701164,-0.00543061,0.0193321,-0.0254192,-0.0196148,0.0890467,-0.261076,-0.0810792,-0.0216071,35.8554,35.8554,35,35.8554,35.8554,35,35.8435,35.8435,35,35.8554,35.8554,35,0.0693624,-0.0223624,0.356916,0.0475538,-0.0221329,0.348271,0.9604,0.9604,0.9604,0.9604
0.156,0.154245,0.976144,0.021744,-0.000270756,0.00882311,-0.0708647,-0.00565285,0.0192645,-0.0322675,-0.0206224,0.0890974,-0.258148,-0.0835582,-0.0239026,35.8672,35.8672,35,35.8672,35.8672,35,35.8554,35.8554,35,35.8672,35.8672,35,0.0689748,-0.0224037,0.356861,0.0472307,-0.0221329,0.348038,0.9604,0.9604,0.9604,0.9604
0.158,0.156196,0.975821,0.0216871,-0.000311677,0.00900451,-0.0716047,-0.00588201,0.0191901,-0.0284927,-0.0204606,0.090703,-0.259589,-0.0818875,-0.0247713,35.8791,35.8791,35,35.8791,35.8791,35,35.8672,35.8672,35,35.8791,35.8791,35,0.0685754,-0.0224469,0.356803,0.0469096,-0.0221329,0.347802,0.9604,0.9604,0.9604,0.9604
0.16,0.158147,0.975498,0.0219848,-0.000314003,0.00923995,-0.0723488,-0.00610628,0.0191133,0.148893,-0.00116295,0.117715,-0.331637,-0.0115664,-0.00296589,35.891,35.891,35,35.891,35.891,35,35.8791,35.8791,35,35.891,35.891,35,0.0685754,-0.0224469,0.356803,0.0465905,-0.0221329,0.347563,0.9604,0.9604,0.9604,0.9604
0.162,0.160098,0.975175,0.0218467,-0.000364118,0.00941436,-0.0732967,-0.00612999,0.0191067,-0.0690675,-0.0250574,0.0872072,-0.243187,-0.0973969,-0.0311738,35.9029,35.9029,35,35.9029,35.9029,35,35.891,35.891,35,35.9029,35.9029,35,0.0681202,-0.022497,0.356736,0.0462735,-0.0221329,0.347322,0.9604,0.9604,0.9604,0.9604
0.164,0.162047,0.974852,0.0221618,-0.000364118,0.00965778,-0.0739944,-0.0063983,0.0190098,0.157526,0,0.12171,-0.335382,-0.00731644,-0.00171037,35.9148,35.9148,35,35.9148,35.9148,35,35.9029,35.9029,35,35.9148,35.9148,35,0.0681202,-0.022497,0.356736,0.0459584,-0.0221329,0.347079,0.9604,0.9604,0.9604,0.9604
0.166,0.163996,0.97453,0.0220051,-0.000416629,0.00983388,-0.0749528,-0.00640994,0.0190073,-0.0783249,-0.0262553,0.0880504,-0.237446,-0.1004,-0.0338289,35.9266,35.9266,35,35.9266,35.9266,35,35.9148,35.9148,35,35.9266,35.9266,35,0.0676505,-0.0225495,0.356667,0.0456454,-0.0221329,0.346833,0.9604,0.9604,0.9604,0.9604
0.168,0.165945,0.974207,0.0218789,-0.000466288,0.0100154,-0.0756343,-0.00668666,0.0189023,-0.0630914,-0.0248299,0.0907715,-0.24186,-0.0937531,-0.0338091,35.9385,35.9385,35,35.9385,35.9385,35,35.9266,35.9266,35,35.9385,35.9385,35,0.0672134,-0.0225992,0.3566,0.0453345,-0.0221329,0.346585,0.9604,0.9604,0.9604,0.9604
0.17,0.167893,0.973885,0.0217629,-0.000515266,0.0101997,-0.0763281,-0.00694429,0.0187982,-0.0579901,-0.024489,0.0921176,-0.24375,-0.0911137,-0.0348474,35.9504,35.9504,35,35.9504,35.9504,35,35.9385,35.9385,35,35.9504,35.9504,35,0.0667886,-0.0226482,0.356534,0.0450256,-0.0221329,0.346334,0.9604,0.9604,0.9604,0.9604
0.172,0.16984,0.973564,0.0220458,-0.000518043,0.0104489,-0.0770273,-0.00719421,0.0186913,0.141416,-0.00138802,0.124605,-0.329078,-0.0119123,-0.00386649,35.9623,35.9623,35,35.9623,35.9623,35,35.9504,35.9504,35,35.9623,35.9623,35,0.0667647,-0.0226509,0.35653,0.0447189,-0.0221329,0.346081,0.9604,0.9604,0.9604,0.9604
0.174,0.171786,0.973242,0.02189,-0.000571886,0.0106306,-0.0779679,-0.00721907,0.0186825,-0.0779034,-0.0269218,0.0908882,-0.235061,-0.0979254,-0.0395819,35.9742,35.9742,35,35.9742,35.9742,35,35.9623,35.9623,35,35.9742,35.9742,35,0.0663042,-0.0227048,0.356456,0.0444143,-0.0221329,0.345826,0.9604,0.9604,0.9604,0.9604
0.176,0.173732,0.972921,0.0216951,-0.000630813,0.0108073,-0.0786425,-0.00748811,0.0185612,-0.0974525,-0.0294635,0.0883369,-0.226379,-0.10506,-0.0445049,35.986,35.986,35,35.986,35.986,35,35.9742,35.9742,35,35.986,35.986,35,0.0658069,-0.0227637,0.356375,0.0441118,-0.0221329,0.345568,0.9604,0.9604,0.9604,0.9604
0.178,0.175677,0.972599,0.0219954,-0.000630813,0.0110673,-0.0792925,-0.00777721,0.0184249,0.150162,0,0.129987,-0.33329,-0.00709796,-0.00214497,35.9979,35.9979,35,35.9979,35.9979,35,35.986,35.986,35,35.9979,35.9979,35,0.0658069,-0.0227637,0.356375,0.0438115,-0.0221329,0.345308,0.9604,0.9604,0.9604,0.9604
0.18,0.177622,0.972278,0.0218088,-0.000688924,0.0112493,-0.0802449,-0.00778851,0.0184218,-0.0932744,-0.0290554,0.0910149,-0.228145,-0.102493,-0.0450917,36.0098,36.0098,35,36.0098,36.0098,35,35.9979,35.9979,35,36.0098,36.0098,35,0.0653222,-0.0228218,0.356295,0.0435133,-0.0221329,0.345046,0.9604,0.9604,0.9604,0.9604
0.182,0.179566,0.971958,0.0216081,-0.000749104,0.0114305,-0.0809,-0.00807011,0.018284,-0.100352,-0.0300898,0.0905801,-0.224967,-0.104875,-0.0476469,36.0217,36.0217,35,36.0217,36.0217,35,36.0098,36.0098,35,36.0217,36.0217,35,0.0648255,-0.022882,0.356212,0.0432174,-0.0221329,0.344781,0.9604,0.9604,0.9604,0.9604
0.184,0.181509,0.971637,0.0213932,-0.000811347,0.0116108,-0.081546,-0.0083583,0.0181387,-0.107484,-0.0311217,0.090159,-0.221819,-0.107356,-0.0501251,36.0336,36.0336,35,36.0336,36.0336,35,36.0217,36.0217,35,36.0336,36.0336,35,0.0643168,-0.0229442,0.356125,0.0429236,-0.0221329,0.344514,0.9604,0.9604,0.9604,0.9604
0.186,0.183452,0.971317,0.0211915,-0.000872215,0.0117951,-0.0821831,-0.00865337,0.0179859,-0.100813,-0.0304339,0.092139,-0.224734,-0.104445,-0.049838,36.0454,36.0454,35,36.0454,36.0454,35,36.0336,36.0336,35,36.0454,36.0454,35,0.0638236,-0.0230051,0.35604,0.0426321,-0.0221329,0.344245,0.9604,0.9604,0.9604,0.9604
0.188,0.185394,0.970997,0.0214531,-0.000875651,0.0120615,-0.0828285,-0.00894009,0.0178343,0.130787,-0.00171786,0.133224,-0.325704,-0.0123762,-0.00520834,36.0573,36.0573,35,36.0573,36.0573,35,36.0454,36.0454,35,36.0573,36.0573,35,0.0637959,-0.0230086,0.356036,0.0423428,-0.0221329,0.343974,0.9604,0.9604,0.9604,0.9604
0.19,0.187335,0.970677,0.021207,-0.000942012,0.0122424,-0.0837594,-0.00896658,0.0178223,-0.123045,-0.0331806,0.0904284,-0.215284,-0.112599,-0.0548727,36.0692,36.0692,35,36.0692,36.0692,35,36.0573,36.0573,35,36.0692,36.0692,35,0.0632628,-0.0230749,0.355943,0.0420557,-0.0221329,0.343701,0.9604,0.9604,0.9604,0.9604
0.192,0.189276,0.970357,0.0209468,-0.00101035,0.012422,-0.0843781,-0.00927616,0.0176551,-0.115647,-0.0323497,0.0923989,-0.216706,-0.109654,-0.0543312,36.0811,36.0811,35,36.0811,36.0811,35,36.0692,36.0692,35,36.0811,36.0811,35,0.0627178,-0.0231433,0.355847,0.041771,-0.0221329,0.343425,0.9604,0.9604,0.9604,0.9604
0.194,0.191216,0.970037,0.0212293,-0.00101035,0.0126998,-0.0849824,-0.00959373,0.0174806,0.141241,0,0.138882,-0.330788,-0.00676336,-0.00271982,36.093,36.093,35,36.093,36.093,35,36.0811,36.0811,35,36.093,36.093,35,0.0627178,-0.0231433,0.355847,0.0414885,-0.0221329,0.343147,0.9604,0.9604,0.9604,0.9604
0.196,0.193155,0.969718,0.0209537,-0.0010806,0.0128795,-0.0859276,-0.00960452,0.0174767,-0.137759,-0.0351218,0.0898481,-0.205924,-0.11819,-0.0600778,36.1048,36.1048,35,36.1048,36.1048,35,36.093,36.093,35,36.1048,36.1048,35,0.0621621,-0.0232135,0.355747,0.0412083,-0.0221329,0.342867,0.9604,0.9604,0.9604,0.9604
0.198,0.195094,0.969399,0.0206652,-0.00115276,0.0130571,-0.0865197,-0.00992959,0.0172937,-0.144277,-0.0360813,0.0888092,-0.202921,-0.120165,-0.0628876,36.1167,36.1167,35,36.1167,36.1167,35,36.1048,36.1048,35,36.1167,36.1167,35,0.0615956,-0.0232857,0.355643,0.0409304,-0.0221329,0.342585,0.9604,0.9604,0.9604,0.9604
0.2,0.197032,0.96908,0.0203941,-0.00122289,0.0132385,-0.0871034,-0.01026,0.0171024,-0.135541,-0.0350655,0.0907192,-0.206687,-0.115797,-0.0622436,36.1286,36.1286,35,36.1286,36.1286,35,36.1167,36.1167,35,36.1286,36.1286,35,0.061049,-0.0233558,0.35554,0.0406549,-0.0221329,0.342301,0.9604,0.9604,0.9604,0.9604
0.202,0.19897,0.968762,0.0206673,-0.00122289,0.0135247,-0.0876976,-0.010578,0.0169135,0.136593,0,0.143097,-0.329493,-0.00656771,-0.00303095,36.1405,36.1405,35,36.1405,36.1405,35,36.1286,36.1286,35,36.1405,36.1405,35,0.061049,-0.0233558,0.35554,0.0403817,-0.0221329,0.342015,0.9604,0.9604,0.9604,0.9604
0.204,0.200907,0.968443,0.0202879,-0.00130689,0.0136887,-0.0886392,-0.0105885,0.0169091,-0.189681,-0.041997,0.0819749,-0.182268,-0.136053,-0.0751025,36.1524,36.1524,35,36.1524,36.1524,35,36.1405,36.1405,35,36.1524,36.1524,35,0.0603988,-0.0234398,0.355416,0.0401109,-0.0221329,0.341727,0.9604,0.9604,0.9604,0.9604
0.206,0.202843,0.968125,0.0205564,-0.00130689,0.013979,-0.0891644,-0.0109632,0.0166805,0.134223,0,0.145145,-0.328834,-0.00648569,-0.00314935,36.1642,36.1642,35,36.1642,36.1642,35,36.1524,36.1524,35,36.1642,36.1642,35,0.0603988,-0.0234398,0.355416,0.0398425,-0.0221329,0.341437,0.9604,0.9604,0.9604,0.9604
0.208,0.204778,0.967807,0.0202225,-0.0013849,0.0141547,-0.0901041,-0.0109735,0.0166759,-0.166964,-0.0390092,0.0878785,-0.192583,-0.125778,-0.0709476,36.1761,36.1761,35,36.1761,36.1761,35,36.1642,36.1642,35,36.1761,36.1761,35,0.0597989,-0.0235178,0.355299,0.0395764,-0.0221329,0.341144,0.9604,0.9604,0.9604,0.9604
0.21,0.206713,0.967489,0.0199073,-0.0014606,0.0143351,-0.0906584,-0.0113191,0.0164604,-0.15758,-0.037846,0.0901874,-0.196772,-0.121454,-0.0697015,36.188,36.188,35,36.188,36.188,35,36.1761,36.1761,35,36.188,36.188,35,0.05922,-0.0235935,0.355185,0.0393127,-0.0221329,0.34085,0.9604,0.9604,0.9604,0.9604
0.212,0.208648,0.967171,0.0196125,-0.00153368,0.0145207,-0.0912246,-0.0116523,0.0162491,-0.147416,-0.0365412,0.092792,-0.201391,-0.116925,-0.0680463,36.1999,36.1999,35,36.1999,36.1999,35,36.188,36.188,35,36.1999,36.1999,35,0.058631,-0.0236709,0.355068,0.0390515,-0.0221329,0.340554,0.9604,0.9604,0.9604,0.9604
0.214,0.210582,0.966854,0.0198383,-0.00153803,0.0148123,-0.0918038,-0.0119728,0.0160431,0.112901,-0.00217368,0.145816,-0.319988,-0.0128358,-0.00732896,36.2118,36.2118,35,36.2118,36.2118,35,36.1999,36.1999,35,36.2118,36.2118,35,0.058631,-0.0236709,0.355068,0.0387927,-0.0221329,0.340255,0.9604,0.9604,0.9604,0.9604
0.216,0.212515,0.966537,0.0194952,-0.0016172,0.0149919,-0.0927185,-0.0120012,0.0160261,-0.171539,-0.0395873,0.0897642,-0.190654,-0.125649,-0.074068,36.2236,36.2236,35,36.2236,36.2236,35,36.2118,36.2118,35,36.2236,36.2236,35,0.0580316,-0.0237501,0.354947,0.0385364,-0.0221329,0.339955,0.9604,0.9604,0.9604,0.9604
0.218,0.214447,0.96622,0.0190723,-0.00170696,0.0151553,-0.0932673,-0.0123459,0.0158015,-0.211459,-0.0448811,0.0817441,-0.166166,-0.141802,-0.0841596,36.2355,36.2355,35,36.2355,36.2355,35,36.2236,36.2236,35,36.2355,36.2355,35,0.0573547,-0.0238399,0.354809,0.0382825,-0.0221329,0.339653,0.9604,0.9604,0.9604,0.9604
0.22,0.216379,0.965903,0.0193237,-0.00170696,0.0154593,-0.0937468,-0.012736,0.0155455,0.125708,0,0.151991,-0.326475,-0.00610269,-0.00370532,36.2474,36.2474,35,36.2474,36.2474,35,36.2355,36.2355,35,36.2474,36.2474,35,0.0573547,-0.0238399,0.354809,0.0380311,-0.0221329,0.339349,0.9604,0.9604,0.9604,0.9604
0.222,0.21831,0.965586,0.0189209,-0.00179372,0.0156284,-0.0946797,-0.0127457,0.0155402,-0.201407,-0.0433774,0.0845566,-0.164917,-0.137647,-0.0822032,36.2593,36.2593,35,36.2593,36.2593,35,36.2474,36.2474,35,36.2593,36.2593,35,0.056703,-0.0239266,0.354672,0.0377821,-0.0221329,0.339043,0.9604,0.9604,0.9604,0.9604
0.224,0.220241,0.96527,0.0185071,-0.00188193,0.0157946,-0.0951554,-0.0131241,0.0152901,-0.206909,-0.0441063,0.0830576,-0.159771,-0.139122,-0.0842847,36.2712,36.2712,35,36.2712,36.2712,35,36.2593,36.2593,35,36.2712,36.2712,35,0.0560428,-0.0240148,0.35453,0.0375357,-0.0221329,0.338736,0.9604,0.9604,0.9604,0.9604
0.226,0.22217,0.964954,0.0181175,-0.00196689,0.0159656,-0.0956165,-0.0135065,0.0150338,-0.194799,-0.0424791,0.0855387,-0.165668,-0.133154,-0.0820308,36.283,36.283,35,36.283,36.283,35,36.2712,36.2712,35,36.283,36.283,35,0.0554092,-0.0240998,0.354392,0.0372918,-0.0221329,0.338426,0.9604,0.9604,0.9604,0.9604
0.228,0.2241,0.964638,0.0183588,-0.00196689,0.016277,-0.0960943,-0.013872,0.0147848,0.120695,0,0.155675,-0.325088,-0.00585154,-0.00406207,36.2949,36.2949,35,36.2949,36.2949,35,36.283,36.283,35,36.2949,36.2949,35,0.0554092,-0.0240998,0.354392,0.0370504,-0.0221329,0.338115,0.9604,0.9604,0.9604,0.9604
0.23,0.226028,0.964322,0.0167956,-0.0022102,0.0161844,-0.0970233,-0.0138814,0.014779,-0.781632,-0.121656,-0.0462738,0.127754,-0.365809,-0.230545,36.3068,36.3068,35,36.3068,36.3068,35,36.2949,36.2949,35,36.3068,36.3068,35,0.0536071,-0.0243431,0.353986,0.0368115,-0.0221329,0.337802,0.9604,0.9604,0.9604,0.9604
0.232,0.227956,0.964007,0.0170319,-0.0022102,0.0164993,-0.0966706,-0.0148968,0.014068,0.11815,0,0.157454,-0.324384,-0.00562382,-0.00439451,36.3187,36.3187,35,36.3187,36.3187,35,36.3068,36.3068,35,36.3187,36.3187,35,0.0536071,-0.0243431,0.353986,0.0365752,-0.0221329,0.337487,0.9604,0.9604,0.9604,0.9604
0.234,0.229884,0.963691,0.0165639,-0.00230556,0.016654,-0.0975976,-0.0149058,0.0140617,-0.233974,-0.0476781,0.0773251,-0.149037,-0.145499,-0.0941576,36.3306,36.3306,35,36.3306,36.3306,35,36.3187,36.3187,35,36.3306,36.3306,35,0.0529054,-0.0244385,0.353824,0.0363415,-0.0221329,0.33717,0.9604,0.9604,0.9604,0.9604
0.236,0.231811,0.963376,0.0160838,-0.00240255,0.0168062,-0.0980284,-0.0153052,0.013776,-0.240061,-0.0484967,0.0760813,-0.146984,-0.147421,-0.096325,36.3424,36.3424,35,36.3424,36.3424,35,36.3306,36.3306,35,36.3424,36.3424,35,0.0521942,-0.0245355,0.353658,0.0361103,-0.0221329,0.336852,0.9604,0.9604,0.9604,0.9604
0.238,0.233737,0.963061,0.0163124,-0.00240255,0.0171262,-0.0984533,-0.0157099,0.0134838,0.114288,0,0.160042,-0.323315,-0.00543328,-0.00464604,36.3543,36.3543,35,36.3543,36.3543,35,36.3424,36.3424,35,36.3543,36.3543,35,0.0515113,-0.0246289,0.353496,0.0358818,-0.0221329,0.336532,0.9604,0.9604,0.9604,0.9604
0.24,0.235662,0.962747,0.0158173,-0.00250121,0.0172776,-0.0993773,-0.0157186,0.0134772,-0.247551,-0.0493286,0.0756878,-0.14454,-0.149512,-0.0984916,36.3662,36.3662,35,36.3662,36.3662,35,36.3543,36.3543,35,36.3662,36.3662,35,0.0514731,-0.0246341,0.353487,0.0356558,-0.0221329,0.33621,0.9604,0.9604,0.9604,0.9604
0.242,0.237587,0.962432,0.0153103,-0.00260139,0.0174263,-0.0997953,-0.0161289,0.0131783,-0.25348,-0.050093,0.0743411,-0.139106,-0.151937,-0.100416,36.3781,36.3781,35,36.3781,36.3781,35,36.3662,36.3662,35,36.3781,36.3781,35,0.0507427,-0.0247343,0.353313,0.0354324,-0.0221329,0.335886,0.9604,0.9604,0.9604,0.9604
0.244,0.239511,0.962118,0.0147942,-0.00270263,0.0175718,-0.100198,-0.0165459,0.0128734,-0.258068,-0.050619,0.0727583,-0.130286,-0.154737,-0.101887,36.39,36.39,35,36.39,36.39,35,36.3781,36.3781,35,36.39,36.39,35,0.0500059,-0.0248355,0.353133,0.0352117,-0.0221329,0.335561,0.9604,0.9604,0.9604,0.9604
0.246,0.241435,0.961804,0.0150123,-0.00270263,0.0178985,-0.100575,-0.0169708,0.0125637,0.109057,0,0.163343,-0.321865,-0.00513824,-0.00503863,36.4018,36.4018,35,36.4018,36.4018,35,36.39,36.39,35,36.4018,36.4018,35,0.0500059,-0.0248355,0.353133,0.0349936,-0.0221329,0.335235,0.9604,0.9604,0.9604,0.9604
0.248,0.243358,0.96149,0.0140114,-0.00287016,0.0179237,-0.101495,-0.0169791,0.0125565,-0.500455,-0.0837626,0.0126108,-0.00122448,-0.251119,-0.166372,36.4137,36.4137,35,36.4137,36.4137,35,36.4018,36.4018,35,36.4137,36.4137,35,0.0487895,-0.0250031,0.35283,0.0347781,-0.0221329,0.334906,0.9604,0.9604,0.9604,0.9604
0.25,0.24528,0.961176,0.0142242,-0.00287016,0.0182536,-0.101507,-0.017672,0.0120455,0.106408,0,0.164928,-0.32113,-0.004974,-0.00525761,36.4256,36.4256,35,36.4256,36.4256,35,36.4137,36.4137,35,36.4256,36.4256,35,0.0487895,-0.0250031,0.35283,0.0345653,-0.0221329,0.334576,0.9604,0.9604,0.9604,0.9604
0.252,0.247202,0.960863,0.0136798,-0.00297437,0.0183933,-0.102425,-0.0176801,0.012038,-0.272204,-0.0521081,0.0698691,-0.121488,-0.156856,-0.106165,36.4375,36.4375,35,36.4375,36.4375,35,36.4256,36.4256,35,36.4375,36.4375,35,0.0480349,-0.0251073,0.352638,0.0343551,-0.0221329,0.334245,0.9604,0.9604,0.9604,0.9604
0.254,0.249123,0.960549,0.0131658,-0.00307423,0.0185406,-0.102778,-0.0181104,0.0117153,-0.256979,-0.0499276,0.0736424,-0.13001,-0.149762,-0.102456,36.4494,36.4494,35,36.4494,36.4494,35,36.4375,36.4375,35,36.4494,36.4494,35,0.0473135,-0.0252071,0.352453,0.0341477,-0.0221329,0.333912,0.9604,0.9604,0.9604,0.9604
0.256,0.251043,0.960236,0.0125206,-0.00319215,0.0186535,-0.103154,-0.0185209,0.0114044,-0.322626,-0.0589614,0.0564522,-0.0960028,-0.175354,-0.120595,36.4612,36.4612,35,36.4612,36.4612,35,36.4494,36.4494,35,36.4612,36.4612,35,0.0464634,-0.0253251,0.352231,0.0339429,-0.0221329,0.333578,0.9604,0.9604,0.9604,0.9604
0.258,0.252963,0.959923,0.0127227,-0.00319215,0.0189894,-0.103435,-0.0190023,0.0110371,0.101049,0,0.167966,-0.31964,-0.0046559,-0.00566878,36.4731,36.4731,35,36.4731,36.4731,35,36.4612,36.4612,35,36.4731,36.4731,35,0.0456452,-0.0254388,0.352015,0.0337408,-0.0221329,0.333242,0.9604,0.9604,0.9604,0.9604
0.26,0.254883,0.959611,0.0121039,-0.00330593,0.0191109,-0.104348,-0.0190099,0.011029,-0.309414,-0.0568889,0.0607474,-0.104008,-0.168947,-0.117122,36.485,36.485,35,36.485,36.485,35,36.4731,36.4731,35,36.485,36.485,35,0.0456452,-0.0254388,0.352015,0.0335414,-0.0221329,0.332904,0.9604,0.9604,0.9604,0.9604
0.262,0.256801,0.959298,0.011432,-0.00342699,0.0192179,-0.104651,-0.0194733,0.0106726,-0.335921,-0.0605292,0.0535051,-0.0908229,-0.179269,-0.124824,36.4969,36.4969,35,36.4969,36.4969,35,36.485,36.485,35,36.4969,36.4969,35,0.0447767,-0.0255599,0.351783,0.0333447,-0.0221329,0.332566,0.9604,0.9604,0.9604,0.9604
0.264,0.258719,0.958986,0.0108324,-0.00353781,0.0193438,-0.104917,-0.0199652,0.0102923,-0.29982,-0.0554133,0.062924,-0.107216,-0.164962,-0.115158,36.5088,36.5088,35,36.5088,36.5088,35,36.4969,36.4969,35,36.5088,36.5088,35,0.0439831,-0.0256707,0.351569,0.0331507,-0.0221329,0.332225,0.9604,0.9604,0.9604,0.9604
0.266,0.260636,0.958674,0.0110236,-0.00353781,0.0196854,-0.105229,-0.0204174,0.00994213,0.095611,0,0.170828,-0.318123,-0.00431456,-0.00610468,36.5206,36.5206,35,36.5206,36.5206,35,36.5088,36.5088,35,36.5206,36.5206,35,0.0439831,-0.0256707,0.351569,0.0329595,-0.0221329,0.331884,0.9604,0.9604,0.9604,0.9604
0.268,0.262553,0.958362,0.00940339,-0.00379075,0.019525,-0.106138,-0.0204244,0.00993341,-0.810107,-0.126466,-0.0802222,0.188879,-0.376573,-0.255826,36.5325,36.5325,35,36.5325,36.5325,35,36.5206,36.5206,35,36.5325,36.5325,35,0.0421744,-0.0259236,0.351066,0.032771,-0.0221329,0.331541,0.9604,0.9604,0.9604,0.9604
0.27,0.264469,0.958051,0.00958911,-0.00379075,0.0198694,-0.105611,-0.0214635,0.00914103,0.0928644,0,0.172192,-0.317353,-0.00406898,-0.00643379,36.5444,36.5444,35,36.5444,36.5444,35,36.5325,36.5325,35,36.5444,36.5444,35,0.041412,-0.0260305,0.350848,0.0325853,-0.0221329,0.331196,0.9604,0.9604,0.9604,0.9604
0.272,0.266385,0.957739,0.00896719,-0.00390353,0.0199849,-0.106518,-0.0214702,0.00913185,-0.310962,-0.0563904,0.0577489,-0.0886731,-0.169115,-0.118207,36.5563,36.5563,35,36.5563,36.5563,35,36.5444,36.5444,35,36.5563,36.5563,35,0.0413695,-0.0260364,0.350835,0.0324023,-0.0221329,0.33085,0.9604,0.9604,0.9604,0.9604
0.274,0.2683,0.957428,0.00833858,-0.00401701,0.0200971,-0.106777,-0.0219339,0.00877168,-0.314303,-0.0567429,0.0561199,-0.086674,-0.169238,-0.11934,36.5682,36.5682,35,36.5682,36.5682,35,36.5563,36.5563,35,36.5682,36.5682,35,0.0405607,-0.0261499,0.350601,0.0322221,-0.0221329,0.330503,0.9604,0.9604,0.9604,0.9604
0.276,0.270214,0.957117,0.007703,-0.00413125,0.0202062,-0.107031,-0.0223979,0.00840818,-0.317792,-0.0571204,0.0545255,-0.0847879,-0.169653,-0.120522,36.58,36.58,35,36.58,36.58,35,36.5682,36.5682,35,36.58,36.58,35,0.0397477,-0.0262642,0.350361,0.0320447,-0.0221329,0.330155,0.9604,0.9604,0.9604,0.9604
0.278,0.272127,0.956806,0.00787764,-0.00413125,0.0205557,-0.107279,-0.022863,0.00804118,0.0873199,0,0.174784,-0.315797,-0.00373115,-0.00685796,36.5919,36.5919,35,36.5919,36.5919,35,36.58,36.58,35,36.5919,36.5919,35,0.039576,-0.0262883,0.35031,0.0318701,-0.0221329,0.329806,0.9604,0.9604,0.9604,0.9604
